0.50028,0.74425,-199.22,1
0.55342,0.84014,-197.27,1
0.67163,0.94563,-195.31,1
0.80799,1.0517,-193.36,1
0.91285,1.1194,-191.41,1
0.97249,1.1545,-189.45,1
1.0161,1.2017,-187.5,1
1.0743,1.2614,-185.55,1
1.1417,1.2787,-183.59,1
1.1941,1.2343,-181.64,1
1.2222,1.1827,-179.69,1
1.2269,1.1604,-177.73,1
1.197,1.1113,-175.78,1
1.1176,0.96624,-173.83,1
0.9921,0.76141,-171.88,1
0.83919,0.60346,-169.92,1
0.68172,0.52267,-167.97,1
0.55001,0.4345,-166.02,1
0.47049,0.26832,-164.06,1
0.42756,0.071286,-162.11,1
0.36085,-0.061701,-160.16,1
0.22911,-0.11944,-158.2,1
0.060485,-0.17643,-156.25,1
-0.083214,-0.2794,-154.3,1
-0.17173,-0.39402,-152.34,1
-0.21262,-0.47257,-150.39,1
-0.21931,-0.51827,-148.44,1
-0.20642,-0.55311,-146.48,1
-0.19866,-0.5641,-144.53,1
-0.21237,-0.52368,-142.58,1
-0.2411,-0.44369,-140.63,1
-0.28049,-0.37118,-138.67,1
-0.34104,-0.33945,-136.72,1
-0.40817,-0.34938,-134.77,1
-0.4239,-0.38678,-132.81,1
-0.35412,-0.43061,-130.86,1
-0.25129,-0.45493,-128.91,1
-0.20204,-0.4494,-126.95,1
-0.22777,-0.43028,-125,1
-0.28285,-0.41563,-123.05,1
-0.33204,-0.41022,-121.09,1
-0.3715,-0.43142,-119.14,1
-0.38332,-0.51146,-117.19,1
-0.33773,-0.6391,-115.23,1
-0.25371,-0.74016,-113.28,1
-0.19799,-0.76626,-111.33,1
-0.19755,-0.76416,-109.38,1
-0.19777,-0.79284,-107.42,1
-0.13913,-0.80774,-105.47,1
-0.044589,-0.71211,-103.52,1
0.0039649,-0.50613,-101.56,1
-0.035253,-0.2923,-99.609,1
-0.11243,-0.1295,-97.656,1
-0.13493,0.029233,-95.703,1
-0.061079,0.23569,-93.75,1
0.058844,0.4643,-91.797,1
0.14526,0.65844,-89.844,1
0.18874,0.79231,-87.891,1
0.25127,0.86241,-85.938,1
0.3534,0.87799,-83.984,1
0.41554,0.87938,-82.031,1
0.36858,0.90678,-80.078,1
0.28156,0.93713,-78.125,1
0.29203,0.91328,-76.172,1
0.4162,0.84177,-74.219,1
0.51868,0.78742,-72.266,1
0.49052,0.76086,-70.313,1
0.37408,0.69467,-68.359,1
0.27347,0.55091,-66.406,1
