0.27208,-0.83944,-199.22,1
0.29759,-0.8402,-197.27,1
0.33535,-0.83444,-195.31,1
0.37724,-0.82867,-193.36,1
0.38822,-0.8269,-191.41,1
0.36169,-0.82391,-189.45,1
0.33587,-0.81644,-187.5,1
0.33984,-0.79872,-185.55,1
0.36117,-0.7659,-183.59,1
0.37001,-0.72659,-181.64,1
0.35409,-0.69696,-179.69,1
0.31958,-0.68223,-177.73,1
0.26941,-0.66871,-175.78,1
0.2016,-0.63878,-173.83,1
0.12803,-0.59188,-171.88,1
0.063194,-0.54106,-169.92,1
0.0097176,-0.49637,-167.97,1
-0.031316,-0.46299,-166.02,1
-0.067865,-0.43491,-164.06,1
-0.11677,-0.39838,-162.11,1
-0.17653,-0.36043,-160.16,1
-0.22622,-0.34494,-158.2,1
-0.25635,-0.36003,-156.25,1
-0.27461,-0.38999,-154.3,1
-0.28204,-0.40804,-152.34,1
-0.27491,-0.39636,-150.39,1
-0.26273,-0.36051,-148.44,1
-0.2635,-0.31142,-146.48,1
-0.28696,-0.25348,-144.53,1
-0.33215,-0.20399,-142.58,1
-0.39387,-0.17785,-140.63,1
-0.45745,-0.15563,-138.67,1
-0.50825,-0.11023,-136.72,1
-0.5473,-0.041923,-134.77,1
-0.57442,0.029249,-132.81,1
-0.57478,0.078977,-130.86,1
-0.53737,0.095084,-128.91,1
-0.47155,0.085846,-126.95,1
-0.39995,0.066391,-125,1
-0.34034,0.046895,-123.05,1
-0.29013,0.035413,-121.09,1
-0.23298,0.038129,-119.14,1
-0.1609,0.054973,-117.19,1
-0.086749,0.08183,-115.23,1
-0.033585,0.10268,-113.28,1
-0.0087465,0.095173,-111.33,1
-0.0025872,0.061256,-109.38,1
-0.004079,0.023479,-107.42,1
-0.0032676,-0.0051057,-105.47,1
0.0099408,-0.028196,-103.52,1
0.038122,-0.047934,-101.56,1
0.07594,-0.055783,-99.609,1
0.11576,-0.044218,-97.656,1
0.14416,-0.015147,-95.703,1
0.15562,0.021532,-93.75,1
0.16782,0.061804,-91.797,1
0.2028,0.10808,-89.844,1
0.26007,0.15762,-87.891,1
0.31901,0.2071,-85.938,1
0.36099,0.25317,-83.984,1
0.36508,0.29759,-82.031,1
0.3129,0.35308,-80.078,1
0.23205,0.42482,-78.125,1
0.1765,0.50701,-76.172,1
0.16186,0.59306,-74.219,1
0.17335,0.6731,-72.266,1
0.20305,0.73482,-70.313,1
0.24176,0.77221,-68.359,1
0.2684,0.792,-66.406,1
0.26793,0.80815,-64.453,1
0.23813,0.82988,-62.5,1
0.18693,0.86057,-60.547,1
0.13327,0.89786,-58.594,1
0.088657,0.92404,-56.641,1
0.044374,0.92604,-54.688,1
-0.0029902,0.91504,-52.734,1
-0.041912,0.89593,-50.781,1
-0.069405,0.85728,-48.828,1
-0.086181,0.79804,-46.875,1
-0.083624,0.7268,-44.922,1
-0.06403,0.65149,-42.969,1
-0.051653,0.57815,-41.016,1
-0.062719,0.50221,-39.063,1
-0.082305,0.41539,-37.109,1
-0.088262,0.31951,-35.156,1
-0.078706,0.22608,-33.203,1
-0.067799,0.14818,-31.25,1
-0.06189,0.089459,-29.297,1
-0.052634,0.041838,-27.344,1
-0.039481,-0.0046377,-25.391,1
-0.025119,-0.053563,-23.438,1
-0.001396,-0.10434,-21.484,1
0.026085,-0.15208,-19.531,1
0.03798,-0.18793,-17.578,1
0.02776,-0.20812,-15.625,1
-0.0023234,-0.21724,-13.672,1
-0.04325,-0.21574,-11.719,1
-0.07354,-0.19119,-9.7656,1
-0.078876,-0.13722,-7.8125,1
-0.065582,-0.069395,-5.8594,1
-0.042308,-0.013688,-3.9063,1
-0.0094305,0.0090726,-1.9531,1
0.026113,-0.0090811,0,1
0.055706,-0.060089,1.9531,1
0.083442,-0.12377,3.9063,1
0.10589,-0.18394,5.8594,1
0.10559,-0.23506,7.8125,1
0.077869,-0.27466,9.7656,1
0.034517,-0.29803,11.719,1
-0.0078536,-0.29352,13.672,1
-0.033687,-0.26196,15.625,1
-0.040095,-0.23574,17.578,1
-0.036646,-0.24078,19.531,1
-0.025665,-0.26375,21.484,1
-0.0016437,-0.2824,23.438,1
0.020676,-0.29082,25.391,1
0.0092527,-0.29436,27.344,1
-0.045174,-0.30348,29.297,1
-0.10907,-0.31866,31.25,1
-0.136,-0.32768,33.203,1
-0.11904,-0.32138,35.156,1
-0.092437,-0.30362,37.109,1
-0.084337,-0.28531,39.063,1
-0.092423,-0.26626,41.016,1
-0.10627,-0.24347,42.969,1
-0.12479,-0.22718,44.922,1
-0.14313,-0.216,46.875,1
-0.15717,-0.18949,48.828,1
-0.17791,-0.1522,50.781,1
-0.21515,-0.13667,52.734,1
-0.25859,-0.15359,54.688,1
-0.28123,-0.17103,56.641,1
-0.25453,-0.14049,58.594,1
-0.16833,-0.044023,60.547,1
